wafer_id,progress_pct,Q_score,Q_threshold,Q_ratio,pred_anomaly,fault_name,is_fault,raw_recalc_source,progress_resolution,q_delta
2901,3,5.966362076298287,9.47039177595818,0.6300016110679467,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.0
2901,6,4.6558008704338185,10.855450834077338,0.4288906045079554,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.3105612058644684
2901,9,4.404965330253954,17.412710874552847,0.2529741268886182,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.25083554017986476
2901,12,5.679902651365924,13.505908684255068,0.42054946350906747,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.2749373211119703
2901,15,5.272265830991781,11.792443012925332,0.4470885146710494,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.40763682037414295
2901,18,4.001440074810956,12.213810534166468,0.3276160264331491,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.270825756180825
2901,21,4.1931585773437865,12.643309547153189,0.33165039277931246,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.1917185025328303
2901,24,4.3493587838397,13.11681096488293,0.3315866025274017,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.15620020649591382
2901,27,5.075516056404624,12.790324012662298,0.39682466616013107,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.7261572725649241
2901,30,5.862007185592613,16.24370481392083,0.3608787067202109,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.7864911291879881
2901,33,5.245311055910221,12.34229443293199,0.42498670603049005,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.6166961296823912
2901,36,6.543180597894463,11.165907510208608,0.5859963099203765,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.2978695419842419
2901,39,6.098593808992197,10.90590737083339,0.5592009542738455,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.4445867889022663
2901,42,5.58846984041595,11.491765953767088,0.48630209342055103,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.5101239685762469
2901,45,5.984944375862588,10.31627116111342,0.5801460898413068,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.3964745354466377
2901,48,5.808898605126875,10.488755527770827,0.5538215272294976,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.17604577073571281
2901,51,5.546312773219238,10.100098912519151,0.5491345006873686,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.2625858319076366
2901,54,5.7970097356354815,12.892611729005107,0.4496381227857564,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.2506969624162432
2901,57,5.918169449460204,21.782167144391536,0.2716979173940464,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.12115971382472246
2901,60,6.055459758127425,21.187240366912285,0.28580691271073333,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.1372903086672208
2901,63,6.446085077787748,16.508435769641896,0.3904721905658526,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.3906253196603231
2901,66,6.325573977284296,20.614553799708055,0.3068499099589475,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.12051110050345226
2901,69,6.88969427114271,15.783490330346519,0.4365127184762212,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.564120293858414
2901,72,6.390753589565059,13.530903905750227,0.4723079577003855,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.4989406815776505
2901,75,5.347451708277791,11.469190456891882,0.4662449131328607,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.0433018812872685
2901,78,5.655437326730101,11.811157323359694,0.47882160671460827,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.3079856184523102
2901,81,6.105867180577637,10.767986463313319,0.5670388982546005,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.4504298538475364
2901,84,5.570003090237136,11.704855496260054,0.4758711538144891,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.5358640903405014
2901,87,6.1223245796790104,12.446077102112216,0.4919079746533142,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.5523214894418746
2901,90,5.950241646913726,11.586562824450901,0.51354674695735,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.1720829327652842
2901,93,5.121712606457646,11.152686784954536,0.45923576132049737,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.8285290404560799
2901,96,4.6848235425000295,10.435103723649387,0.44894844043405857,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.43688906395761684
2901,99,4.374481424705858,10.685634098212851,0.4093796759742579,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.3103421177941712
2901,100,5.641940011363478,12.187401324154148,0.46293215930960985,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.2674585866576198
2903,3,3.1825063759423395,9.47039177595818,0.3360480169385965,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.0
2903,6,4.78618844225631,10.855450834077338,0.4409018580077345,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.6036820663139704
2903,9,5.669085842891202,17.412710874552847,0.32557169780933276,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.8828974006348922
2903,12,2.7792463108419576,13.505908684255068,0.20578003123047545,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-2.8898395320492445
2903,15,3.5044687149691955,11.792443012925332,0.2971791944322356,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.7252224041272379
2903,18,5.723452554995345,12.213810534166468,0.4686049893262031,0,calibration,0,raw_ev_oes_rfm_recalculated,3,2.2189838400261492
2903,21,6.268604265594211,12.643309547153189,0.49580406476765193,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.5451517105988666
2903,24,4.901050906932494,13.11681096488293,0.3736465303993376,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.3675533586617172
2903,27,4.964489149359778,12.790324012662298,0.38814412711085206,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.06343824242728413
2903,30,3.214423647660521,16.24370481392083,0.19788734678961692,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.7500655016992575
2903,33,3.480724825811449,12.34229443293199,0.2820160258471958,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.26630117815092813
2903,36,6.075003541750685,11.165907510208608,0.5440671558667772,0,calibration,0,raw_ev_oes_rfm_recalculated,3,2.594278715939236
2903,39,3.9030948907472967,10.90590737083339,0.3578881387884955,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-2.1719086510033883
2903,42,4.180545917258413,11.491765953767088,0.36378620432032016,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.2774510265111161
2903,45,4.680972501053367,10.31627116111342,0.45374655512139106,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.5004265837949546
2903,48,4.6556239768639305,10.488755527770827,0.44386809898823043,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.025348524189436894
2903,51,4.7916063187984985,10.100098912519151,0.47441182114159947,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.13598234193456804
2903,54,4.959543012859593,12.892611729005107,0.38468101864123305,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.1679366940610949
2903,57,5.835767828632111,21.782167144391536,0.26791493196923255,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.8762248157725177
2903,60,7.265265502740289,21.187240366912285,0.34290758857327724,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.4294976741081777
2903,63,9.140868064783497,16.508435769641896,0.5537089153893702,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.8756025620432082
2903,66,9.164592105151401,20.614553799708055,0.44456902604805304,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.02372404036790421
2903,69,8.640502298857319,15.783490330346519,0.5474392620398064,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.5240898062940822
2903,72,9.181908153208516,13.530903905750227,0.6785879359697826,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.541405854351197
2903,75,10.013927831494517,11.469190456891882,0.8731154887638218,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.8320196782860005
2903,78,10.444403330015025,11.811157323359694,0.8842828051539411,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.4304754985205079
2903,81,9.79114636331331,10.767986463313319,0.9092829375920821,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.653256966701715
2903,84,8.759689712139382,11.704855496260054,0.7483808505742157,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.0314566511739276
2903,87,8.097935462824022,12.446077102112216,0.6506415954509656,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.6617542493153596
2903,90,7.9270117256809645,11.586562824450901,0.6841555900385525,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.17092373714305786
2903,93,7.812135278307505,11.152686784954536,0.7004711446614298,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.11487644737345981
2903,96,7.064048559544438,10.435103723649387,0.6769504881427267,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.7480867187630666
2903,99,7.328187194509547,10.685634098212851,0.6857980656230003,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.2641386349651089
2903,100,7.1086078316975305,12.187401324154148,0.5832751086656199,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.2195793628120164
2904,3,5.216035751546972,9.47039177595818,0.550772964302127,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.0
2904,6,4.195857975259997,10.855450834077338,0.3865208400270577,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.0201777762869746
2904,9,4.4937384179948685,17.412710874552847,0.25807230421324423,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.29788044273487113
2904,12,3.2983583211335166,13.505908684255068,0.2442159500884735,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.195380096861352
2904,15,4.11362650131656,11.792443012925332,0.3488358177188341,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.8152681801830433
2904,18,4.672684149902227,12.213810534166468,0.38257381976173865,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.5590576485856671
2904,21,4.376178366367507,12.643309547153189,0.34612601629712236,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.29650578353471957
2904,24,4.847608193383666,13.11681096488293,0.3695721624990981,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.4714298270161583
2904,27,4.731821257773871,12.790324012662298,0.36995319689238626,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.11578693560979492
2904,30,5.400630040233238,16.24370481392083,0.3324752636236597,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.6688087824593669
2904,33,4.199483559587988,12.34229443293199,0.34025144857854234,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.2011464806452494
2904,36,8.429309233136275,11.165907510208608,0.7549148356664825,0,calibration,0,raw_ev_oes_rfm_recalculated,3,4.229825673548286
2904,39,6.6104213779564125,10.90590737083339,0.6061321771020386,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-1.8188878551798622
2904,42,6.79924408199122,11.491765953767088,0.5916622483737912,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.1888227040348074
2904,45,7.771188035049898,10.31627116111342,0.7532942779114741,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.9719439530586778
2904,48,6.80392447022976,10.488755527770827,0.6486874874922169,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.9672635648201373
2904,51,6.558385090565433,10.100098912519151,0.6493386992909805,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.24553937966432748
2904,54,6.326278272173881,12.892611729005107,0.4906902034396459,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.23210681839155178
2904,57,5.495228826532855,21.782167144391536,0.252281088015972,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.8310494456410265
2904,60,4.608768933239554,21.187240366912285,0.21752568307276965,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.886459893293301
2904,63,4.088386055461751,16.508435769641896,0.2476543575969849,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.520382877777803
2904,66,3.6349686663939433,20.614553799708055,0.17633021319362352,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.45341738906780726
2904,69,4.927141075920764,15.783490330346519,0.3121705638484457,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.2921724095268203
2904,72,4.9564879219255396,13.530903905750227,0.36630870756677103,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.029346846004775884
2904,75,4.400701003213356,11.469190456891882,0.38369761316230977,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.5557869187121831
2904,78,3.960200786386014,11.811157323359694,0.3352932043800371,0,calibration,0,raw_ev_oes_rfm_recalculated,3,-0.4405002168273424
2904,81,4.157561750453676,10.767986463313319,0.38610391688534784,0,calibration,0,raw_ev_oes_rfm_recalculated,3,0.19736096406766235
2904,84,5.494828308184883,11.704855496260054,0.4694486241150603,0,calibration,0,raw_ev_oes_rfm_recalculated,3,1.3372665577312066
